15:00:22,566 DEBUG [Thread-3] (Slf4jLog.java:40)   - servletPathMap=null
15:00:22,566 DEBUG [Thread-3] (Slf4jLog.java:40)   - servletNameMap=null
15:00:22,566  INFO [Thread-3] (HttpServer2.java:645)   - Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context proxy
15:00:22,567 DEBUG [Thread-3] (Slf4jLog.java:40)   - Container ServletHandler@519f6780 + static_user_filter as filter
15:00:22,567 DEBUG [Thread-3] (Slf4jLog.java:40)   - Container ServletHandler@519f6780 + (F=static_user_filter,[/*],[],15) as filterMapping
15:00:22,567 DEBUG [Thread-3] (Slf4jLog.java:40)   - filterNameMap={safety=safety, static_user_filter=static_user_filter}
15:00:22,567 DEBUG [Thread-3] (Slf4jLog.java:40)   - pathFilters=[(F=safety,[/*],[],15), (F=static_user_filter,[/*],[],15)]
15:00:22,567 DEBUG [Thread-3] (Slf4jLog.java:40)   - servletFilterMap=null
15:00:22,567 DEBUG [Thread-3] (Slf4jLog.java:40)   - servletPathMap={/*=org.mortbay.jetty.servlet.DefaultServlet-900284401}
15:00:22,567 DEBUG [Thread-3] (Slf4jLog.java:40)   - servletNameMap={org.mortbay.jetty.servlet.DefaultServlet-900284401=org.mortbay.jetty.servlet.DefaultServlet-900284401}
15:00:22,568  INFO [Thread-3] (HttpServer2.java:652)   - Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context static
15:00:22,568 DEBUG [Thread-3] (Slf4jLog.java:40)   - Container ServletHandler@356fd116 + stacks as servlet
15:00:22,568 DEBUG [Thread-3] (Slf4jLog.java:40)   - Container ServletHandler@356fd116 + (S=stacks,[/stacks]) as servletMapping
15:00:22,568 DEBUG [Thread-3] (Slf4jLog.java:40)   - filterNameMap={safety=safety, NoCacheFilter=NoCacheFilter, static_user_filter=static_user_filter}
